"cliente","documento","pagado","importe"
13254,"Z75209166",1,619
13254,"N38838481",0,667
13254,"J80449000",0,1088
13254,"L84348959",1,923
13254,"R72813065",1,2127
24617,"M27623413",0,1159
24617,"A16663877",0,13
24617,"L29279151",0,854
24617,"B76509396",0,537
24617,"A34836868",1,2346
24617,"E25185339",1,2178
23590,"T72440305",0,318
23590,"Y63012842",0,1822
23590,"M97962120",1,261
23590,"D65465161",0,1033
23590,"A60610664",0,702
23590,"K00762323",1,2179
23590,"R76795679",1,1950
10825,"Y61668343",1,730
10825,"F36461791",0,1215
10825,"Y45515629",0,1676
10825,"K46653986",1,1759
10825,"Z90482186",0,2335
10825,"J78704700",0,1644
10825,"V98721732",0,773
10825,"Q22617397",0,24
10825,"U98362575",1,1893
10825,"F00052988",0,1479
10825,"O44970179",0,663
10825,"M83769795",0,231
10825,"G35958661",1,2144
10825,"O86697867",1,2075
78553,"P36110761",0,2061
78553,"Q27170605",1,606
78553,"G79151933",0,2302
78553,"R41518167",0,260
78553,"G02835483",1,2168
78553,"C54920981",0,1043
78553,"K46998332",0,1778
78553,"V03217790",1,884
78553,"O10119903",0,109
78553,"J31418748",0,581
78553,"H12936817",0,1848
78553,"T12161308",1,1219
78553,"A64831555",0,1101
78553,"K15203635",0,845
78553,"N34753930",1,1740
78553,"B26443331",1,132
49225,"G15306861",0,974
49225,"Y73608591",1,919
49225,"N80244497",0,155
49225,"Y79493461",1,1412
49225,"W41363363",0,2275
49225,"K52867752",1,1959
49225,"S48550438",1,1427
49225,"D44401147",0,268
49225,"I30207949",0,746
49225,"I85718419",1,2322
49225,"C07923694",1,267
75967,"B59416682",0,1820
75967,"S28360998",1,2037
75967,"N56670501",1,1641
75967,"G84474619",0,1001
75967,"P33422947",0,837
75967,"J14229113",0,2089
75967,"H22625935",0,1979
75967,"J55722772",0,2195
75967,"C92706067",0,989
75967,"W71940658",1,2279
75967,"L19866750",0,1743
75967,"Z72626938",1,1544
75967,"H81442462",1,346
75967,"N06430948",0,1921
75967,"L64952879",0,1148
75967,"R70074385",1,1458
75967,"G50811323",1,959
76671,"L59739382",0,301
76671,"N12952125",0,983
76671,"Y79041272",1,889
76671,"W43509553",0,1876
76671,"X88769001",0,362
76671,"Q94643657",0,64
76671,"E72404781",1,2224
76671,"P44877978",0,2065
76671,"V17699254",0,2277
76671,"H18228454",0,1004
76671,"W12120779",1,1333
76671,"N73133577",1,103
76671,"Z89077509",0,2241
76671,"M23082521",1,2340
76671,"V06644121",0,993
76671,"I66850104",0,2163
76671,"A11084435",1,576
76671,"Q70676465",1,2074
85582,"O33407428",1,30
85582,"V18031008",0,1955
85582,"G18854361",0,1889
85582,"C04485742",1,1081
85582,"B16410029",0,408
85582,"T37614590",0,772
85582,"I15488627",0,282
85582,"X60667019",0,1154
85582,"N67671968",0,1321
85582,"P15205275",0,1388
85582,"S38363967",0,1295
85582,"Y48525473",0,874
85582,"U93158102",0,871
85582,"E21408090",0,977
85582,"Z29273432",1,1808
85582,"T32870648",1,1556
43037,"N77050951",1,2313
43037,"Z68424543",1,661
43037,"D75055504",0,110
43037,"U00507517",0,1119
43037,"Z91975594",1,645
43037,"Z32623347",0,39
43037,"G36174585",1,600
43037,"B96046641",0,1344
43037,"D52722523",0,2275
43037,"C54307916",0,847
43037,"I13014369",1,536
43037,"E30747927",1,1574
62099,"M22039350",0,2023
62099,"D90981954",1,245
62099,"A65495049",0,1830
62099,"J00008748",0,754
62099,"Z97471728",1,1531
62099,"Q37226035",0,2042
62099,"Y99820532",0,741
62099,"V87283377",1,166
62099,"F22746855",1,1280
62099,"F10477202",1,1642
62099,"V88455875",0,911
62099,"R93919746",1,2090
62099,"F11547401",1,1531
62099,"X24721095",0,2219
62099,"Q24282924",1,494
62099,"F28942744",1,1791
62099,"W08660908",0,1350
62099,"D70014649",0,2042
62099,"V39068549",1,1317
62099,"W85669265",1,1798
30128,"K10726635",0,955
30128,"L13967399",1,1989
30128,"P57203368",0,681
30128,"E55198490",1,1222
30128,"E91201648",1,1930
30128,"J90710973",1,228
30128,"R49251040",0,582
30128,"Z92741642",0,228
30128,"T60766506",1,885
30128,"S02595829",1,1429
80167,"H01394606",0,2130
80167,"L52395219",1,2322
80167,"V34991547",0,1598
80167,"W06419041",1,1109
80167,"N57910207",0,1643
80167,"W18562986",0,1026
80167,"Z79478913",0,113
80167,"O82194122",1,2160
80167,"T09126501",1,1917
51473,"V00939831",0,711
51473,"D32653146",0,745
51473,"E89599722",0,73
51473,"N04666316",0,1567
51473,"Q70589560",0,763
51473,"F09969401",0,978
51473,"E50512822",0,2259
51473,"X41290512",1,293
51473,"Q44783029",0,138
51473,"Q98949821",0,93
51473,"A42277022",0,564
51473,"C05449141",1,1805
51473,"S56545637",1,1439
51473,"E49255063",1,2113
51473,"P41358450",1,817
51473,"V82147470",1,1359
51473,"X09148696",0,2209
51473,"E87444814",0,36
51473,"P84311831",1,63
51473,"Z63188257",1,981
46000,"U64018132",0,1301
46000,"P23426018",1,213
46000,"L94218525",1,580
46000,"B29180136",0,1812
46000,"J38969324",0,845
46000,"O86756075",1,2018
46000,"D93538132",1,1889
11192,"E37531070",0,1341
11192,"X10205959",0,911
11192,"M32347128",0,1218
11192,"H61565647",1,414
11192,"G94138149",0,739
11192,"P84896090",0,378
11192,"U19461787",1,1347
11192,"X45022589",1,1569
11192,"W09594204",0,867
11192,"D58332417",0,775
11192,"J64684221",0,1124
11192,"O08986112",0,811
11192,"O65336499",0,583
11192,"B34116662",0,486
11192,"E23385006",0,485
11192,"Y08926967",1,2230
11192,"V38884952",1,545
39753,"C50049762",0,1885
39753,"Z43486437",0,282
39753,"B95016863",1,2039
39753,"Q45690909",0,1532
39753,"M65544191",0,1507
39753,"H06531744",0,1545
39753,"V63534291",0,545
39753,"L92916048",1,1041
39753,"C08552714",0,879
39753,"A07344402",1,729
39753,"F97111864",0,2016
39753,"L45693028",0,1040
39753,"Y03885511",0,413
39753,"I52975519",1,2281
39753,"U81982096",1,2304
66827,"F32862327",1,848
66827,"B78241225",1,888
66827,"B47047185",0,2226
66827,"P14347925",0,159
66827,"Y20745527",0,437
66827,"S43598018",0,676
66827,"Z45154712",0,197
66827,"S00937234",1,90
66827,"E12212564",1,1299
66827,"G03031483",0,2018
66827,"U68845649",0,622
66827,"V92067019",0,1484
66827,"E25708883",1,1642
66827,"F82051507",1,1501
89532,"R73674756",1,613
89532,"V10571286",0,622
89532,"Q42350381",0,2200
89532,"X55841492",0,2188
89532,"H18128545",0,2103
89532,"K71148299",1,1362
89532,"T75475977",1,128
54860,"T77698192",0,1556
54860,"Q17862891",0,1049
54860,"N03312094",1,2344
54860,"O95579132",1,1152
13307,"S26242616",1,2072
13307,"Q53959547",0,17
13307,"A25941152",0,448
13307,"M51309109",1,1174
13307,"L85567144",1,659
13307,"H93780915",0,573
13307,"R82405659",1,854
13307,"K85979333",1,823
13307,"X96649223",1,1276
13307,"F07542095",1,2130
13307,"W24892751",1,1427
13307,"H91439383",1,1185
13307,"V51302730",0,1012
13307,"N92120480",0,361
13307,"Y30233644",0,706
13307,"X82816772",1,1334
13307,"B61110246",1,1332
69925,"C81087182",0,1456
69925,"L41809116",0,1872
69925,"X43805948",0,2239
69925,"W45246241",0,387
69925,"N06162817",1,2042
69925,"R49940672",0,751
69925,"G67140606",1,209
69925,"O94345813",0,243
69925,"R94158913",1,1315
69925,"J49329076",0,1550
69925,"W19337060",1,69
69925,"W08296991",1,1889
69925,"R93150020",0,269
69925,"N61343946",1,1874
69925,"J48092161",1,1160
69925,"K47617679",0,1427
69925,"W95708191",0,749
69925,"B53921506",1,1860
69925,"G92962763",1,328
27297,"Y21203020",1,1559
27297,"C02739317",1,1927
27297,"P20509966",1,1007
27297,"S15847011",0,1320
27297,"I32968083",1,1715
27297,"S60714646",0,1832
27297,"X89987802",0,1977
27297,"J33607183",1,1456
27297,"V56711190",1,907
83676,"D53353749",1,459
83676,"T67383378",0,1704
83676,"B61512412",0,2034
83676,"O80056895",1,1694
83676,"F10132176",0,549
83676,"X08783837",1,1816
83676,"X78137506",0,2184
83676,"M39118360",0,320
83676,"E19153477",1,2070
83676,"R50740047",0,1493
83676,"U14166356",1,1726
83676,"H94931225",1,1394
83676,"X75639189",1,1459
83676,"H92286707",1,1433
83676,"S05016060",0,1407
83676,"Z70255437",0,951
83676,"M12666469",1,1476
83676,"N47791934",1,1140
25064,"C14975846",0,657
25064,"P76966019",1,812
25064,"J95091995",0,1635
25064,"U01799920",0,307
25064,"Q75080257",0,397
25064,"N13498203",0,816
25064,"B87538439",0,887
25064,"Z64247062",1,1369
25064,"M39108617",0,806
25064,"X70655427",1,2263
25064,"M90945503",0,1893
25064,"G86041115",0,1429
25064,"P09917811",0,710
25064,"K45693988",1,1997
25064,"O36370066",1,1416
74984,"S57414574",1,1227
74984,"F15935421",1,640
74984,"L48927782",0,230
74984,"O36875548",1,794
74984,"P38534088",1,1620
74984,"I17102866",1,1347
74984,"L81058022",0,1512
74984,"V41468592",0,2179
74984,"G79491561",0,1722
74984,"X86205914",1,315
74984,"J87844474",0,74
74984,"Y44557093",1,1621
74984,"R30512217",0,1836
74984,"B66053275",0,1962
74984,"N20197197",0,2339
74984,"V10190561",1,775
74984,"C99887898",1,1830
65059,"I30705688",1,2293
65059,"N31815481",0,633
65059,"I35843892",0,1035
65059,"N09873473",0,482
65059,"O65402270",1,2171
65059,"S19709221",0,1298
65059,"F81551094",1,2317
65059,"A60113574",0,1262
65059,"H78543006",1,1886
65059,"S32920456",0,982
65059,"X54607808",0,1725
65059,"Z88281496",0,760
65059,"L17026844",0,1172
65059,"E01790167",0,1305
65059,"B14574227",0,1222
65059,"R80745254",1,2067
65059,"B90845786",0,586
65059,"B74545350",0,2304
65059,"V16664962",1,1995
65059,"T26356223",1,847
31769,"O70461075",0,371
31769,"D11211687",0,1985
31769,"Y52107297",0,730
31769,"K03830168",1,1182
31769,"T43461102",1,1532
31769,"S98055333",0,1826
31769,"P08635954",0,311
31769,"F59768649",0,677
31769,"O66150207",0,2004
31769,"Q58774061",0,337
31769,"J69828445",0,1953
31769,"O01165124",1,1383
31769,"V27164391",1,1697
25481,"O11455792",0,1458
25481,"J41174353",1,210
25481,"O62402814",0,310
25481,"K64078070",0,216
25481,"W56858164",1,204
25481,"M44036113",1,1774
32046,"L46208453",1,875
32046,"I06707768",0,91
32046,"M71333705",1,1987
32046,"J38031239",0,1083
32046,"T26731097",0,2264
32046,"R33438948",0,835
32046,"R52494851",0,2268
32046,"Y06464304",1,859
32046,"I62259835",0,1069
32046,"X87598746",1,2110
32046,"O10106640",0,2273
32046,"H14259646",1,449
32046,"X88793660",0,1915
32046,"Y32375680",0,1822
32046,"H68021253",1,855
32046,"Z77780307",0,1941
32046,"K32371608",0,163
32046,"W18940958",1,2123
32046,"R30585030",1,2289
65033,"F23872271",1,1081
65033,"X92363957",0,1141
65033,"L03816198",0,960
65033,"W58745536",0,1273
65033,"K11751306",0,916
65033,"B85270861",1,1545
65033,"U15770168",0,506
65033,"Q40844379",0,291
65033,"K79538942",0,479
65033,"L58531409",0,914
65033,"J98422157",1,2118
65033,"Z39378584",1,788
66322,"F61078243",0,688
66322,"S57929041",0,1026
66322,"A22169221",1,1354
66322,"G20780953",0,1535
66322,"J23448542",1,733
66322,"X94375801",0,342
66322,"X83498083",0,37
66322,"U86434323",0,1933
66322,"B28313364",0,1245
66322,"N32286635",1,1897
66322,"X25391775",1,877
56031,"A30503782",0,695
56031,"Y23505535",1,1309
56031,"J90959266",0,563
56031,"K05273489",1,549
56031,"A45593661",0,1513
56031,"D41096393",0,428
56031,"A73922107",0,996
56031,"X37551190",1,2348
56031,"E40688794",1,2050
56031,"U57094189",0,284
56031,"H77907650",1,606
56031,"H41846464",1,934
56031,"I24768129",0,1407
56031,"D73671604",0,915
56031,"F45938470",1,1640
56031,"A65810937",1,1811
50236,"X54358724",1,49
50236,"I34910775",1,371
50236,"S48242075",0,779
50236,"L88024928",1,936
50236,"I98933853",0,741
50236,"B61335229",1,1119
50236,"W51239037",1,1933
50236,"I47311379",0,1973
50236,"Z28356795",0,1127
50236,"L65198407",0,2215
50236,"O44706955",1,2159
50236,"P43818715",1,1910
25711,"P59146239",1,569
25711,"Y24789529",1,825
25711,"Q16375384",1,1625
25711,"J20002141",1,1151
25711,"C40640072",1,2092
25711,"C10658735",0,1769
25711,"P86457384",0,246
25711,"D34170021",0,102
25711,"A54453996",1,938
25711,"Q22399018",0,39
25711,"L53653390",1,1621
25711,"D02036649",1,1535
25711,"C50462860",0,1975
25711,"P37168183",0,1324
25711,"I03069272",1,328
25711,"T35225502",1,2356
88368,"L67301581",0,691
88368,"H97295242",1,2300
88368,"N45857357",1,1483
88368,"O82816522",0,1545
88368,"C41500738",1,599
88368,"I30407651",0,952
88368,"K70351147",0,1892
88368,"F08464899",1,1484
88368,"F81846689",1,430
59827,"G46384487",1,1336
59827,"H67151679",1,1718
59827,"W33139990",0,1893
59827,"R20812892",1,1435
59827,"O38540027",0,2118
59827,"N57489443",1,814
59827,"V31898981",0,24
59827,"U06422503",1,2243
59827,"K72591580",0,159
59827,"R89491578",1,11
59827,"J27365524",1,564
59827,"L66649025",1,1172
59827,"X58245590",1,343
59827,"S00953211",1,2273
59827,"G45134502",0,1153
59827,"C12772871",0,318
59827,"F52121264",1,243
59827,"W59724044",1,2108
75202,"E67680360",0,262
75202,"P67174928",0,751
75202,"Y57435847",1,131
75202,"Q48899245",1,451
75202,"H77786504",1,1385
75202,"D60526191",0,694
75202,"P03298280",1,1761
75202,"I94740315",0,667
75202,"V60063128",0,1307
75202,"J25803017",0,2273
75202,"B31397224",1,759
75202,"M61171775",0,1883
75202,"T77055656",1,836
75202,"E86481397",1,135
75202,"B22795059",0,852
75202,"L22050489",0,1843
75202,"M04120126",0,857
75202,"P40147707",1,279
75202,"T48746069",1,933
58569,"M25573365",1,279
58569,"M99698833",1,2178
58569,"M73474413",1,2276
58569,"B42997938",0,728
58569,"O32594776",1,539
58569,"J61093325",0,1591
58569,"Y75438027",1,2110
58569,"H12376705",0,930
58569,"B96926197",0,781
58569,"F08455230",0,1774
58569,"E94272995",1,610
58569,"T70220572",1,2279
52552,"E75665665",0,462
52552,"T81162771",0,1956
52552,"J93488761",1,2217
52552,"A80646259",0,167
52552,"Z86307923",1,297
52552,"Z92476239",0,186
52552,"A93497421",1,1309
52552,"D60296104",1,934
52552,"O55380776",0,1305
52552,"T35271000",1,265
52552,"T74047963",1,1151
52552,"V31168065",1,529
52552,"K72016064",0,892
52552,"M67753523",0,1900
52552,"J57602939",1,1322
52552,"W74750507",1,637
74834,"A14884895",0,717
74834,"V74254179",1,496
74834,"C02856402",1,1063
74834,"G13300144",1,584
74834,"G90431911",0,359
74834,"V37112499",0,799
74834,"N93432192",0,1905
74834,"R27066615",1,925
74834,"M90808545",1,1351
12815,"N21817579",0,674
12815,"C15915725",0,1820
12815,"O63546411",1,1879
12815,"L21615250",1,578
12815,"Y82259441",0,876
12815,"I13759418",1,2209
12815,"J77194394",0,1791
12815,"K81766236",0,641
12815,"C91430681",1,414
12815,"J25005918",0,284
12815,"P58570710",1,88
12815,"O58608591",0,460
12815,"V30577305",0,104
12815,"A55546099",1,2266
12815,"K94044113",1,1624
12815,"A14074053",0,2143
12815,"U12978363",0,1552
12815,"Y30300179",1,2062
12815,"Q56564903",1,2178
14016,"I72506808",0,2122
14016,"P29312751",1,1874
14016,"V12648125",0,607
14016,"I99788606",0,1498
14016,"C93435466",1,1345
14016,"R03571165",1,1035
14016,"Y51751186",0,602
14016,"L10886493",0,758
14016,"B77389050",0,241
14016,"W76501576",1,18
14016,"C54317624",0,1160
14016,"G17203885",0,70
14016,"R36868864",0,1384
14016,"U96643549",0,865
14016,"O54908766",0,346
14016,"V67111529",1,2127
14016,"N89225350",1,2017
14037,"S01524836",0,1994
14037,"C65549425",0,1071
14037,"V96881779",0,154
14037,"M27218309",0,1564
14037,"M03358683",0,56
14037,"Q05530916",0,1431
14037,"V57313780",0,176
14037,"X72036219",0,1965
14037,"G91550621",1,2255
14037,"M49604934",1,262
14037,"M66684366",0,151
14037,"C51019304",1,2267
14037,"Y92424437",1,1985
14037,"F77742613",0,920
14037,"W20080055",0,1456
14037,"U59996001",1,2171
14037,"J39407307",0,2018
14037,"R96259667",0,1810
14037,"J11397901",1,2043
14037,"H10488141",1,622
89610,"Z88387189",0,648
89610,"U00014230",1,1611
89610,"T89073298",0,1121
89610,"K49422475",0,1001
89610,"H57274888",0,1548
89610,"V32360542",0,1957
89610,"K39922271",0,2081
89610,"G68670903",1,1385
89610,"Z48178582",1,17
51454,"C74269098",1,1074
51454,"R64746417",1,1161
51454,"V60192867",1,2030
51454,"J76389320",0,1348
51454,"K95121804",1,1707
51454,"T90556815",0,731
51454,"J81635088",1,294
51454,"D65210696",1,120
51454,"H16318571",0,2224
51454,"I13643955",0,904
51454,"J14367149",0,881
51454,"G60770056",0,10
51454,"E39159689",0,211
51454,"E04859926",1,1428
51454,"Y48119970",1,869
36553,"O27888216",0,30
36553,"K57130342",0,614
36553,"H07209456",0,594
36553,"M85487574",1,1719
36553,"K02403617",1,1234
27506,"F97370514",1,1537
27506,"F84587667",1,2049
27506,"Z57636515",0,511
27506,"S44133032",0,1075
27506,"D44996359",1,993
27506,"N07949416",1,284
27506,"E72021379",0,863
27506,"A39600986",0,2315
27506,"G49652738",1,1708
27506,"E15692343",1,814
12308,"K07461477",0,1208
12308,"X19775918",1,215
12308,"C28921489",1,394
12308,"B35490438",0,1692
12308,"U59790984",0,1502
12308,"X01146854",0,1224
12308,"X74570539",1,570
12308,"R13070043",1,1263
24163,"R07458188",1,1413
24163,"X00236869",0,1601
24163,"C36550287",0,986
24163,"O06607649",1,462
24163,"N72235980",1,1740
24163,"U79111095",1,361
24163,"H53707186",0,2249
24163,"B60231569",1,1715
24163,"A58324247",0,2197
24163,"X94285323",0,1219
24163,"C67548511",0,310
24163,"C16872802",0,1128
24163,"P38648064",1,2162
24163,"C61770853",0,2167
24163,"L87715573",0,1852
24163,"X63199678",1,152
24163,"G59469774",0,1670
24163,"O91896242",0,111
24163,"Q00778040",1,1080
24163,"I11930054",1,1225
39382,"Z13574374",0,1223
39382,"I80353782",1,1794
39382,"P36272645",1,2334
39382,"S84530195",0,1009
39382,"X42357048",0,654
39382,"K74540355",1,1315
39382,"I56838158",1,363
15168,"Q55924519",1,745
15168,"Z44976918",1,909
15168,"O58248493",1,175
15168,"M80355644",1,1087
15168,"E03718739",0,2098
15168,"R01045289",1,1468
15168,"I44770958",1,447
15168,"K92221768",0,2043
15168,"N01668425",0,1944
15168,"G18584908",1,1770
15168,"C52515366",1,2240
15168,"L10649187",0,1734
15168,"M29477944",0,2203
15168,"N89955510",1,2010
15168,"E83850894",0,813
15168,"W77071768",0,1077
15168,"T21635868",0,2173
15168,"Q11480099",0,360
15168,"Z63385584",1,2217
15168,"W49662527",1,276
32847,"E21225500",1,778
32847,"I23047337",1,2229
32847,"O43871780",1,1494
32847,"H71607148",1,901
32847,"I66363090",0,1662
32847,"P47945261",0,1119
32847,"R47624514",1,1991
32847,"O31201763",1,1977
33789,"F19996814",0,246
33789,"C70302140",1,648
33789,"M81678796",1,92
33789,"D89627789",0,1558
33789,"X83632427",0,1056
33789,"K12066918",0,1912
33789,"U26638527",1,133
33789,"C57555059",0,583
33789,"S17889038",0,1112
33789,"D81834540",1,594
33789,"Y27978400",1,2141
33789,"K67893564",0,1036
33789,"L20466851",0,1987
33789,"Q31344750",0,1954
33789,"F36885593",1,1949
33789,"C09555134",1,1606
70240,"B44823743",1,1056
70240,"J55670980",1,1860
70240,"A02762577",1,1362
70240,"T76512297",1,1007
70240,"P62136231",0,1340
70240,"N85024206",0,1694
70240,"T34181082",1,1763
70240,"B69285721",0,1592
70240,"Z74633870",1,567
70240,"N63503428",0,1021
70240,"I67274906",1,1292
70240,"M44967452",1,2107
70240,"Y68668886",1,858
70240,"O54886715",1,146
70240,"M89154070",0,1770
70240,"B19022647",0,625
70240,"K79231715",1,1733
70240,"X84401311",1,595
